id,source,language,task1,task2,clean_text
1888,twitter,en,1,objectification,classic tactic used against women for millennia to weaken them reducing them to objects so thats feminist rant not all feminism is evil some observations are still valid even now
1889,twitter,en,1,objectification,could be your trophy wife if you like bragging about last place
1890,twitter,en,0,non-sexist,bringing honor to this womans name she recently died of breast cancer complications and made christmas tree skirt for her sister to put around her tree every christmas breastcancer breastcancerawareness pink christmas
1891,twitter,en,0,non-sexist,can not believe it has been years still heartbreaking what each of these smart independent women would have given back to our country our world such great loss
1892,twitter,en,0,non-sexist,what do people do in situation like this that happened suddenly what would you do come on mark you seem to know the system better than anyone maybe you could advise this lady as you know better
1893,twitter,en,0,non-sexist,if you like that one everydaysexism
1894,twitter,en,1,ideological-inequality,feminists are utterly worthless oxygen thieves
1895,twitter,en,0,non-sexist,good man as many as possible is nothing wrong with great craftsman and tools thats how we got were we are
1896,twitter,en,1,stereotyping-dominance,even if wife was the actual wonder woman she would still make sandwiches and feminismiscancer mgtow
1897,twitter,en,0,non-sexist,there was love in what she said about meg as black woman its absolutely disgusting for her to joke about it shes mad no one wanted to do remix of discount and shes projecting her rage onto others who are relevant stop it with the cap
1898,twitter,en,1,objectification,ato go wana bursar ein officehe dey there dey beg for fees deadline extension wey stella comort from bursar ein washroom dey fix ein bra stella say she go pee ato confhe come class dey ask me staph women dey remove bra before them peei say no womanno
1899,twitter,en,1,sexual-violence,boy just start naming your price to fuck because you look like whole whore on hereyou could tell you did not have that much attention at home
1900,twitter,en,0,non-sexist,are your regimes hiding the deaths heave caused governments dont kill their own people regimes do that found not guilty in court with majority women jury
1901,twitter,en,1,stereotyping-dominance,you need to cook clean care for the children have fulltime career amp appease your husband if you dont want him to leave you slavery this is slavery
1902,twitter,en,1,objectification,she is cutelove the short skirt
1903,twitter,en,1,misogyny-non-sexual-violence,baby girl great in life you have no idea no one is hurt have all the options in the world when it comes to women dont know if you can say the same because dont know or your situation with men but doubt it lol
1904,twitter,en,0,non-sexist,some sneezes are the auditory equivalent of manspreading and yall already know which sneezes talking about
1905,twitter,en,1,misogyny-non-sexual-violence,yikes so happy not muslim women saying she got domestically abused and felt her lowest and bunch of bearded extremists call her feminazi hope more women will understand that its not culture its the religion itself
1906,twitter,en,0,non-sexist,consider cultural differences in approach and treatment gamergate
1907,twitter,en,0,non-sexist,thinking about getting very short skirt
1908,twitter,en,0,non-sexist,have never found situation where woman has not exceeded the achievements of her male counterparts call me sexist but have been putting women in management for the last years in all the areas business has an office for good reason
1909,twitter,en,1,misogyny-non-sexual-violence,that im whore and im looking
1910,twitter,en,0,non-sexist,the value of conservatism lies in the understanding that those who seek to escape the past forfeit any hope of coming to terms with it and expose themselves to an unexpected return of the repressed that we can never wholly overcome our origins and that freedom accordingly
1911,twitter,en,0,non-sexist,bitches be like love you all but dont follow people back
1912,twitter,en,0,non-sexist,now there is movement to get them removed the must be removed from womens segregated sports refuges and any other space or association that the law entitles women to enjoy as women alone trans women for these purposes are not women
1913,twitter,en,0,non-sexist,but its really just another tweet about how people have decided that porn is evil and fictional characters are equally as important as real victims of horrible things such as rooted in conservative puritan views about sex pretty much
1914,twitter,en,1,sexual-violence,extreme skank
1915,twitter,en,0,non-sexist,agreed just like the white woman in the image repeatedly saying in that debate she doesnt have racist bone in her bodyeven if she didnt that her actions or inaction she could have stated her support for the act had disproportionate effect on poc is racism
1916,twitter,en,0,non-sexist,really nice gorgeous body youre very attractive
1917,twitter,en,1,ideological-inequality,who makes the rules using the term mansplaining is nothing more than thirdwave feminist attempt to manipulate strong men or who they perceive to be strong into selfcensorship
1918,twitter,en,1,misogyny-non-sexual-violence,thank you for continuing the fight for womensrights its sad to watch bluemaga descend into fullscale misogyny over this
